Date,Open,High,Low,Close,Volume,O/C,H/C,L/C,reportedEPS,estimatedEPS,surprise,surprisePercentage,rEPS/C,estEPS/C,surEPS/C,sP/C
2/10/2015,30.0425,30.5375,30.0400,27.4141,248034000,1.09588,1.1139,1.0958,0.765,0.65,0.115,17.6923,0.0279,0.0237,0.0042,0.6454
2/9/2015,29.6375,29.9600,29.6075,26.8973,155559200,1.10188,1.1139,1.1008,0.765,0.65,0.115,17.6923,0.0284,0.0242,0.0043,0.6578
2/6/2015,30.0050,30.0625,29.6125,26.7198,174826400,1.12295,1.1251,1.1083,0.765,0.65,0.115,17.6923,0.0286,0.0243,0.0043,0.6621
2/5/2015,30.0050,30.0575,29.8125,26.9467,168984800,1.11349,1.1154,1.1063,0.765,0.65,0.115,17.6923,0.0284,0.0241,0.0043,0.6566
2/4/2015,29.6250,30.1275,29.5775,26.7558,280598800,1.10724,1.1260,1.1055,0.765,0.65,0.115,17.6923,0.0286,0.0243,0.0043,0.6613
2/3/2015,29.6250,29.7725,29.4025,26.5521,207662800,1.11573,1.1213,1.1074,0.765,0.65,0.115,17.6923,0.0288,0.0245,0.0043,0.6663
2/2/2015,29.5125,29.7925,29.0200,26.5476,250956400,1.11168,1.1222,1.0931,0.765,0.65,0.115,17.6923,0.0288,0.0245,0.0043,0.6664
1/30/2015,29.6000,30.0000,29.2125,26.2187,334982000,1.12897,1.1442,1.1142,0.765,0.65,0.115,17.6923,0.0292,0.0248,0.0044,0.6748
1/29/2015,29.0800,29.7975,28.8900,26.6081,337745600,1.09290,1.1199,1.0858,0.765,0.65,0.115,17.6923,0.0288,0.0244,0.0043,0.6649
1/28/2015,29.4075,29.5300,28.8275,25.8047,585908400,1.13962,1.1444,1.1171,0.765,0.65,0.115,17.6923,0.0296,0.0252,0.0045,0.6856
1/27/2015,28.1050,28.1200,27.2575,24.4239,382274800,1.15072,1.1513,1.1160,0.765,0.65,0.115,17.6923,0.0313,0.0266,0.0047,0.7244
1/26/2015,28.4350,28.5900,28.2000,25.3101,222460000,1.12346,1.1296,1.1142,0.355,0.3275,0.0275,8.3969,0.0140,0.0129,0.0011,0.3318
1/23/2015,28.0750,28.4375,27.8825,25.2833,185859200,1.11042,1.1248,1.1028,0.355,0.3275,0.0275,8.3969,0.0140,0.0130,0.0011,0.3321
1/22/2015,27.5650,28.1175,27.4300,25.1535,215185600,1.09587,1.1178,1.0905,0.355,0.3275,0.0275,8.3969,0.0141,0.0130,0.0011,0.3338
1/21/2015,27.2375,27.7650,27.0675,24.5157,194303600,1.11102,1.1325,1.1041,0.355,0.3275,0.0275,8.3969,0.0145,0.0134,0.0011,0.3425
1/20/2015,26.9600,27.2425,26.6250,24.3299,199599600,1.10810,1.1197,1.0943,0.355,0.3275,0.0275,8.3969,0.0146,0.0135,0.0011,0.3451
1/16/2015,26.7575,26.8950,26.3000,23.7190,314053200,1.12810,1.1339,1.1088,0.355,0.3275,0.0275,8.3969,0.0150,0.0138,0.0012,0.3540
1/15/2015,27.5000,27.5150,26.6650,23.9047,240056000,1.15040,1.1510,1.1155,0.355,0.3275,0.0275,8.3969,0.0149,0.0137,0.0012,0.3513
1/14/2015,27.2600,27.6225,27.1250,24.5716,195826400,1.10941,1.1242,1.1039,0.355,0.3275,0.0275,8.3969,0.0144,0.0133,0.0011,0.3417
1/13/2015,27.8575,28.2000,27.2275,24.6656,268367600,1.12941,1.1433,1.1039,0.355,0.3275,0.0275,8.3969,0.0144,0.0133,0.0011,0.3404
1/12/2015,28.1500,28.1575,27.2000,24.4485,198603200,1.15140,1.1517,1.1125,0.355,0.3275,0.0275,8.3969,0.0145,0.0134,0.0011,0.3435
1/9/2015,28.1675,28.3125,27.5525,25.0662,214798000,1.12372,1.1295,1.0992,0.355,0.3275,0.0275,8.3969,0.0142,0.0131,0.0011,0.3350
1/8/2015,27.3075,28.0375,27.1750,25.0393,237458000,1.09058,1.1197,1.0853,0.355,0.3275,0.0275,8.3969,0.0142,0.0131,0.0011,0.3353
1/7/2015,26.8000,27.0500,26.6750,24.1129,160423600,1.11144,1.1218,1.1063,0.355,0.3275,0.0275,8.3969,0.0147,0.0136,0.0011,0.3482
1/6/2015,26.6350,26.8575,26.1575,23.7794,263188400,1.12009,1.1294,1.1000,0.355,0.3275,0.0275,8.3969,0.0149,0.0138,0.0012,0.3531
1/5/2015,27.0725,27.1625,26.3525,23.7772,257142000,1.13859,1.1424,1.1083,0.355,0.3275,0.0275,8.3969,0.0149,0.0138,0.0012,0.3531
1/2/2015,27.8475,27.8600,26.8375,24.4665,212818400,1.13819,1.1387,1.0969,0.355,0.3275,0.0275,8.3969,0.0145,0.0134,0.0011,0.3432
12/31/2014,28.2050,28.2825,27.5525,24.7014,165613600,1.14184,1.1450,1.1154,0.355,0.3275,0.0275,8.3969,0.0144,0.0133,0.0011,0.3399
12/30/2014,28.4100,28.4800,28.0275,25.1803,119526000,1.12826,1.1310,1.1131,0.355,0.3275,0.0275,8.3969,0.0141,0.0130,0.0011,0.3335
12/29/2014,28.4475,28.6925,28.4250,25.4914,110395600,1.11597,1.1256,1.1151,0.355,0.3275,0.0275,8.3969,0.0139,0.0128,0.0011,0.3294
12/26/2014,28.0250,28.6300,28.0025,25.5093,134884000,1.09862,1.1223,1.0977,0.355,0.3275,0.0275,8.3969,0.0139,0.0128,0.0011,0.3292
12/24/2014,28.1450,28.1775,28.0025,25.0662,57918400,1.12283,1.1241,1.1171,0.355,0.3275,0.0275,8.3969,0.0142,0.0131,0.0011,0.3350
12/23/2014,28.3075,28.3325,28.1150,25.1848,104113600,1.12399,1.1250,1.1163,0.355,0.3275,0.0275,8.3969,0.0141,0.0130,0.0011,0.3334
12/22/2014,28.0400,28.3725,27.9925,25.2743,180670000,1.10943,1.1226,1.1075,0.355,0.3275,0.0275,8.3969,0.0140,0.0130,0.0011,0.3322
12/19/2014,28.0650,28.3100,27.9150,25.0147,353719200,1.12194,1.1317,1.1159,0.355,0.3275,0.0275,8.3969,0.0142,0.0131,0.0011,0.3357
12/18/2014,27.9675,28.1625,27.6650,25.2094,236024800,1.10941,1.1171,1.0974,0.355,0.3275,0.0275,8.3969,0.0141,0.0130,0.0011,0.3331
12/17/2014,26.7800,27.4600,26.7050,24.4843,213647200,1.09376,1.1215,1.0907,0.355,0.3275,0.0275,8.3969,0.0145,0.0134,0.0011,0.3429
12/16/2014,26.5925,27.5400,26.5650,23.8891,243162800,1.11317,1.1528,1.1120,0.355,0.3275,0.0275,8.3969,0.0149,0.0137,0.0012,0.3515
12/15/2014,27.6750,27.9000,26.5875,24.2203,268872400,1.14264,1.1519,1.0977,0.355,0.3275,0.0275,8.3969,0.0147,0.0135,0.0011,0.3467
12/12/2014,27.6150,27.9675,27.3950,24.5560,224112400,1.12457,1.1389,1.1156,0.355,0.3275,0.0275,8.3969,0.0145,0.0133,0.0011,0.3419
12/11/2014,28.0650,28.4500,27.8350,24.9789,165606800,1.12355,1.1390,1.1143,0.355,0.3275,0.0275,8.3969,0.0142,0.0131,0.0011,0.3362
12/10/2014,28.6025,28.7125,27.8850,25.0528,178261200,1.14169,1.1461,1.1131,0.355,0.3275,0.0275,8.3969,0.0142,0.0131,0.0011,0.3352
12/9/2014,27.5475,28.5750,27.3375,25.5384,240832000,1.07867,1.1189,1.0704,0.355,0.3275,0.0275,8.3969,0.0139,0.0128,0.0011,0.3288
12/8/2014,28.5250,28.6625,27.9050,25.1535,230659600,1.13404,1.1395,1.1094,0.355,0.3275,0.0275,8.3969,0.0141,0.0130,0.0011,0.3338
12/5/2014,28.9975,29.0200,28.6600,25.7353,153275600,1.12676,1.1276,1.1136,0.355,0.3275,0.0275,8.3969,0.0138,0.0127,0.0011,0.3263
12/4/2014,28.9425,29.3000,28.8225,25.8450,168178000,1.11985,1.1337,1.1152,0.355,0.3275,0.0275,8.3969,0.0137,0.0127,0.0011,0.3249
12/3/2014,28.9375,29.0875,28.7775,25.9434,172253600,1.11541,1.1212,1.1092,0.355,0.3275,0.0275,8.3969,0.0137,0.0126,0.0011,0.3237
12/2/2014,28.3750,28.9375,28.1875,25.6525,237395600,1.10613,1.1281,1.0988,0.355,0.3275,0.0275,8.3969,0.0138,0.0128,0.0011,0.3273
12/1/2014,29.7025,29.8125,27.8175,25.7510,335256000,1.15345,1.1577,1.0803,0.355,0.3275,0.0275,8.3969,0.0138,0.0127,0.0011,0.3261
11/28/2014,29.8175,29.8500,29.5125,26.6148,99257600,1.12034,1.1216,1.1089,0.355,0.3275,0.0275,8.3969,0.0133,0.0123,0.0010,0.3155
11/26/2014,29.4850,29.7750,29.4575,26.6305,163073200,1.10719,1.1181,1.1062,0.355,0.3275,0.0275,8.3969,0.0133,0.0123,0.0010,0.3153
11/25/2014,29.7675,29.9375,29.3625,26.3172,275361600,1.13111,1.1376,1.1157,0.355,0.3275,0.0275,8.3969,0.0135,0.0124,0.0010,0.3191
11/24/2014,29.2125,29.6925,29.1550,26.5476,189803200,1.10038,1.1185,1.0982,0.355,0.3275,0.0275,8.3969,0.0134,0.0123,0.0010,0.3163
11/21/2014,29.3775,29.3925,29.0075,26.0643,228717200,1.12712,1.1277,1.1129,0.355,0.3275,0.0275,8.3969,0.0136,0.0126,0.0011,0.3222
11/20/2014,28.7275,29.2150,28.7125,26.0285,173582000,1.10370,1.1224,1.1031,0.355,0.3275,0.0275,8.3969,0.0136,0.0126,0.0011,0.3226
11/19/2014,28.8600,28.9350,28.4500,25.6615,167476800,1.12464,1.1276,1.1087,0.355,0.3275,0.0275,8.3969,0.0138,0.0128,0.0011,0.3272
11/18/2014,28.4850,28.9225,28.4725,25.8405,176896000,1.10234,1.1193,1.1019,0.355,0.3275,0.0275,8.3969,0.0137,0.0127,0.0011,0.3250
11/17/2014,28.5675,29.3200,28.3250,25.5093,186986800,1.11989,1.1494,1.1104,0.355,0.3275,0.0275,8.3969,0.0139,0.0128,0.0011,0.3292
11/14/2014,28.2875,28.5475,27.8025,25.5518,176254400,1.10706,1.1172,1.0881,0.355,0.3275,0.0275,8.3969,0.0139,0.0128,0.0011,0.3286
11/13/2014,27.9500,28.3625,27.9000,25.2475,238091600,1.10704,1.1234,1.1051,0.355,0.3275,0.0275,8.3969,0.0141,0.0130,0.0011,0.3326
11/12/2014,27.3450,27.8575,27.3425,24.8961,187769600,1.09836,1.1189,1.0983,0.355,0.3275,0.0275,8.3969,0.0143,0.0132,0.0011,0.3373
11/11/2014,27.1750,27.4375,27.1000,24.5492,109769200,1.10696,1.1177,1.1039,0.355,0.3275,0.0275,8.3969,0.0145,0.0133,0.0011,0.3420
11/10/2014,27.2550,27.3325,27.1675,24.3546,108782000,1.11909,1.1223,1.1155,0.355,0.3275,0.0275,8.3969,0.0146,0.0134,0.0011,0.3448
11/7/2014,27.1875,27.3300,27.1375,24.3948,134766000,1.11448,1.1203,1.1124,0.355,0.3275,0.0275,8.3969,0.0146,0.0134,0.0011,0.3442
11/6/2014,27.1500,27.1975,26.9500,24.3255,139874000,1.11611,1.1181,1.1079,0.355,0.3275,0.0275,8.3969,0.0146,0.0135,0.0011,0.3452
11/5/2014,27.2750,27.3250,27.0325,24.2561,149743600,1.12446,1.1265,1.1145,0.355,0.3275,0.0275,8.3969,0.0146,0.0135,0.0011,0.3462
11/4/2014,27.3400,27.3725,26.9300,24.1982,166297600,1.12984,1.1312,1.1129,0.355,0.3275,0.0275,8.3969,0.0147,0.0135,0.0011,0.3470
11/3/2014,27.0550,27.5750,27.0025,24.3764,209130400,1.10988,1.1312,1.1077,0.355,0.3275,0.0275,8.3969,0.0146,0.0134,0.0011,0.3445
10/31/2014,27.0025,27.0100,26.8025,24.0645,178557200,1.12209,1.1224,1.1138,0.355,0.3275,0.0275,8.3969,0.0148,0.0136,0.0011,0.3489
10/30/2014,26.7400,26.8375,26.4750,23.8372,162619200,1.12178,1.1259,1.1107,0.355,0.3275,0.0275,8.3969,0.0149,0.0137,0.0012,0.3523
10/29/2014,26.6625,26.8425,26.5900,23.9174,210751600,1.11477,1.1223,1.1117,0.355,0.3275,0.0275,8.3969,0.0148,0.0137,0.0011,0.3511
10/28/2014,26.3500,26.6850,26.3375,23.7837,192243600,1.10790,1.1220,1.1074,0.355,0.3275,0.0275,8.3969,0.0149,0.0138,0.0012,0.3531
10/27/2014,26.2125,26.3700,26.1750,23.4205,136750800,1.11921,1.1259,1.1176,0.355,0.3275,0.0275,8.3969,0.0152,0.0140,0.0012,0.3585
10/24/2014,26.2950,26.3725,26.1325,23.4450,188215600,1.12156,1.1249,1.1146,0.355,0.3275,0.0275,8.3969,0.0151,0.0140,0.0012,0.3582
10/23/2014,26.0200,26.2625,25.9075,23.3581,284298800,1.11396,1.1243,1.1091,0.355,0.3275,0.0275,8.3969,0.0152,0.0140,0.0012,0.3595
10/22/2014,25.7100,26.0275,25.6500,22.9481,273052400,1.12035,1.1342,1.1177,0.355,0.3275,0.0275,8.3969,0.0155,0.0143,0.0012,0.3659
10/21/2014,25.7550,25.7550,25.3175,22.8323,378495600,1.12801,1.1280,1.1088,0.355,0.3275,0.0275,8.3969,0.0155,0.0143,0.0012,0.3678
10/20/2014,24.5800,24.9900,24.5550,22.2284,310069200,1.10579,1.1242,1.1047,0.355,0.3275,0.0275,8.3969,0.0160,0.0147,0.0012,0.3778
10/17/2014,24.3750,24.7500,24.2025,21.7627,272718800,1.12003,1.1373,1.1121,0.32,0.3075,0.0125,4.065,0.0147,0.0141,0.0006,0.1868
10/16/2014,23.8875,24.4300,23.8525,21.4486,288618000,1.11371,1.1390,1.1121,0.32,0.3075,0.0125,4.065,0.0149,0.0143,0.0006,0.1895
10/15/2014,24.4925,24.7875,23.7950,21.7338,403734400,1.12693,1.1405,1.0948,0.32,0.3075,0.0125,4.065,0.0147,0.0141,0.0006,0.1870
10/14/2014,25.0975,25.1300,24.6425,22.0034,254754400,1.14062,1.1421,1.1199,0.32,0.3075,0.0125,4.065,0.0145,0.0140,0.0006,0.1847
10/13/2014,25.3325,25.4450,24.9525,22.2396,214333600,1.13907,1.1441,1.1220,0.32,0.3075,0.0125,4.065,0.0144,0.0138,0.0006,0.1828
10/10/2014,25.1725,25.5075,25.0750,22.4446,265326400,1.12154,1.1365,1.1172,0.32,0.3075,0.0125,4.065,0.0143,0.0137,0.0006,0.1811
10/9/2014,25.3850,25.5950,25.1525,22.5092,309506000,1.12776,1.1371,1.1174,0.32,0.3075,0.0125,4.065,0.0142,0.0137,0.0006,0.1806
10/8/2014,24.6900,25.2775,24.5775,22.4602,229618800,1.09928,1.1254,1.0943,0.32,0.3075,0.0125,4.065,0.0142,0.0137,0.0006,0.1810
10/7/2014,24.8575,25.0300,24.6825,22.0034,168376800,1.12971,1.1376,1.1218,0.32,0.3075,0.0125,4.065,0.0145,0.0140,0.0006,0.1847
10/6/2014,24.9875,25.1625,24.8550,22.1972,148204800,1.12570,1.1336,1.1197,0.32,0.3075,0.0125,4.065,0.0144,0.0139,0.0006,0.1831
10/3/2014,24.8600,25.0525,24.7600,22.1972,173878400,1.11996,1.1286,1.1155,0.32,0.3075,0.0125,4.065,0.0144,0.0139,0.0006,0.1831
